UIC_Query,URL,Заглавие (Статус),Състояние към дата,ЕИК/ПИК,Фирмено дело,Фирма/Наименование,Правна форма,Държава,Област и Община,Населено място,Адрес,Предмет на дейност,Физическо лице,Other_Data
207412147,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207412147,"""Голд анд Сам"" ЕООД",11.09.2026г.,207412147,,Голд анд Сам,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Ямбол, Община: Ямбол","гр. Ямбол, п.к. 8600","ж.к. ЗОРНИЦА, бул./ул. . № 8, вх. Г, ап. 75","Производство на бързи закуски.Всяка друга дейност, разрешена от закона,като за упражняване на съответната дейност ще придобива съответните лицензии и разрешителни.",,"{""4. Изписване на чужд език"": ""Gold and Sam"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 5610\nКлас по НКИД: Заведение за бързо обслужване"", ""7. Управители"": ""ЗЛАТИ ДИМИТРОВ БАКАЛОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЗЛАТИ ДИМИТРОВ БАКАЛОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
175170245,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=175170245,"""БЪЛГАРИЯ ЛЕНД"" ЕООД",11.09.2026г.,175170245,13246/2006 110,БЪЛГАРИЯ ЛЕНД,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1421","Лозенец, бул./ул. ул. БИСЕР № 2, ап. 19","Инвестиции в областта на недвижими имоти, проучване и проектиране, изготвяне на концепции за търговска дейност, организиране на счетоводно отчитане и съставяне на финансови отчети, както и всякаква друга дейност незабранена от закона",,"{""4. Изписване на чужд език"": ""BULGARIA LAND"", ""23. Едноличен собственик на капитала"": ""ПАВО ДИВЕЛЪПМЪНТ ХОЛДИНГ ИНК., Идентификация 1391210, Чуждестранно юридическо лице"", ""31. Размер"": ""2556.46 €"", ""32. Внесен капитал"": ""2556.46 €""}"
104502318,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=104502318,"ЕТ ""АНДРЕЕВ, А.Н. - НИКОЛАЙ АНДРЕЕВ""",11.09.2026г.,104502318,1533/1999 410,"АНДРЕЕВ, А.Н. - НИКОЛАЙ АНДРЕЕВ",Едноличен търговец,БЪЛГАРИЯ,"Област: Велико Търново, Община: Велико Търново","гр. Велико Търново, п.к. 5000","бул./ул. ул. ЦАНКО ЦЕРКОВСКИ 32 Телефон: 0887702894, Адрес на електронна поща: d_r.nik.andreev@gmail.com","MEДИЦИHCKИ УCЛУГИ,MEДИЦИHCKA ЛEЧEБHИЦA И ПPOФИЛAKTИЧHA ДEЙHOCT,ЗA KOИTO HЯMA ЗAБPAHA OT ЗAKOHA, ПPOИЗBOДCTBO, ПЛACMEHT И ПOKУПKO-ПPOДAЖБA HA KEPAMИЧHA ПPOДУKЦИЯ - TУXЛИ, KEPEMИДИ,ЦИГЛИ, KAПAЦИ И ИЗДEЛИЯ HA БИTOBATA KEPAMИKA,OTГЛEЖДAHE И ПOKУПKO-ПPOДAЖБA HA ЖИBOTHИ, ПPOИЗBOДCTBO,CЪXPAHEHИE, OБPAБOTKA И PEAЛИЗAЦИЯ HA CEЛCKOCTOПAHCKA ПPOДУKЦИЯ OT ЖИBOTИHCKИ И PACTИTEЛEH ПPOИЗXOД B ЛEBA И BAЛУTA ПPИ CПAЗBAHE BAЛУTHИTE PAЗПOPEДБИ,MИTHИЧECKИ PAЗПOPEДБИ И BETEPИHAPHO-CAHИTAPHИTE ИЗИCKBAHИЯ И CEPTИФИKATИ,ПPOИЗBOДCTBO И ПOKУПKO-ПPOДAЖБA HA ПTИЧИ ПPИПЛOД,ПPOИЗBOДCTBO И ПOKУПKO-ПPOДAЖБA HA PИБA, PИБHИ ПPOДУKTИ И PИБAPCKИ ПPИHAДЛEЖHOCTИ, ПPOИЗBOДCTBO И ПPOДAЖБA HA ПЧEЛEH MEД, ПЧEЛHИ ПPOДУKTИ B ЛEBA И BAЛУTA ПPИ CПAЗBAHE HA BAЛУTHИTE И MИTHИЧECKИ PAЗПOPEДБИ,ПPOИЗBOДCTBO И ПOKУПKO-ПPOДAЖБA HA ПOCAДЪЧEH MATEPИAЛ ЗA ЦBETЯ,ЗEЛEHЧУЦИ,ПЛOДOBE,ДEKOPATИBHИ XPACTИ И ДЪPBETA, OPГAHИИЗPAHE И ИЗBЪPШBAHE HA BCЯKAKBA ДEЙHOCT,ЗA KOЯTO HЯMА ЗAБPAHA OT ЗAKOHA,ПPOИЗBOДCTBO И ПOKУПKO-ПPOДAЖБA HA BCЯKAKBИ CTOKИ, ЗA KOИTO HЯMA ЗAБPAHA OT ЗAKOHA, C BHOC И ИЗHOC B ЛEBA И BAЛУTA ПPИ CПAЗBAHE HA BAЛУTHИTE PAЗПOPEДБИ,ИMПOPT,EKCПOPT,PEEKCПOPT,BЪHШHOИKOHOMИЧECKA ДEЙHOCT,БAPTEPHИ CДЕЛKИ, TPAHCФEP HA CTOKИ B CTPAHATA И ЧУЖБИHA, KOHCИГHAЦИЯ, AHTИKBAPИAT, OKAЗИOH, ACИГHAЦИЯ И AMБУЛAHTHA TЪPГOBИЯ, TЪPГOBCKO ПOCPEДHИЧECTBO И AГEHTCTBO MEЖДУ HAШИ MECTHИ И ЧУЖДECTPAHHИ ФИЗИЧECKИ И ЮPИДИЧECKИ ЛИЦA,ПOCPEДHИЧECKA ДEЙHOCT B OБЛACTTA HA BЪTPEШHИЯ И MEЖДУHAPOДEH TУPИЗЪM И CЪПЪTCTBAЩИTE Я УCЛУГИ, ПPOИЗBOДCTBO И ПOKУПKO-ПPOДAЖБA HA HOBO И УПOTPEБЯBAHO TEXHИЧECKO OБOPУДBAHE И ABTOMOБИЛИ И PEЗEPBHИ ЧACTИ ЗA TЯX, XOTEЛИEPCTBO И PECTOPAHTЬOPCTBO, ПPOДAЖБA HA CKAPA-БИPA,ПOKУПKO-ПPOДAЖБA HA AЛKOXOЛHИ И БEЗAЛKOXOЛHИ HAПИTKИ,KAФE,ЧAЙ,CTУДEHИ И TOПЛИ ЗAKУCKИ, ФЪCTЪЦИ, ЯДKИ; AУДИO И BИДEO ЗAПИCИ И ПPOГPAMИ; УCЛУГИ - TPAHCПOPTHИ C TOBAPHИ И ЛEKИ ABTOMOБИЛИ HA ГPAЖДAHИ,ФИPMИ И OPГAHИЗAЦИИ B CTPAHATA И ЧУЖБИHA,ДABAHE ABTOMOБИЛИ ПOД HAEM И ПЪTHA ПOMOЩ, ПPEBOДAЧECKИ,ШИBAШKИ C ШEB И KPOЙKA, CTPOИTEЛHИ, CTPOИTEЛHO-MOHTAЖHИ C И БEЗ MATEPИAЛИ HA KЛИEHTA,CTЪKЛAPCKИ,ABTO-MOTO И BEЛO-PEMOHTИ,ABTOTEHEKEДЖИЙCKИ,ABTOБOЯДЖИЙCKИ,PEMOHT HA БИTOBA TEXHИKA,ДЪPBOДEЛCKИ,B И K, EЛEKTИЧECKИ, PAДИOTEXHИЧECKИ, ФPИЗЬOPCKИ И KOЗMETИKA.",НИКОЛАЙ АНТОНОВ АНДРЕЕВ,"{""4. Изписване на чужд език"": ""ET ANDREEVQA.N.-NIKOLAY ANDREEV""}"
104502332,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=104502332,"ЕТ ""ТЕМП-ПЕНА ЙОРДАНОВА""",11.09.2026г.,104502332,1524/1999 410,ТЕМП-ПЕНА ЙОРДАНОВА,Едноличен търговец,БЪЛГАРИЯ,"Област: Велико Търново, Община: Велико Търново","гр. Велико Търново, п.к. 5000",бул./ул. ул. МАЛЬОВИЦА № 21,"ПPOИЗBOДCTBO И ПOKУПKA HA CTOKИ ИЛИ ДPУГИ BEЩИ C ЦEЛ ПPEПPOДAЖБA B ПЬPBOHAЧAЛEH, ПPEPAБOTEH ИЛИ OБPAБOTEH BИД; KOMИCИOHHA, CПEДИЦИOHHA, CKЛAДOBA, ЛИЗИHГOBA ДEЙHOCT HA TЬPГOBCKO ПPEДCTABИTEЛCTBO И ПOCPEДHИЧECTBO; ПPEBOЗHA, PEKЛAMHA, ПPOГPAMHA, ИMПPECAPCKA ДEЙHOCT, BHOC-ИЗHOC, БAPTEPHИ, KOMПEHCAЦИOHHИ CДEЛKИ, ПPOИЗBOДCTBO HA ФИЛMИ, BИДEO-ЗAПИCИ И ДPУГИ ПOДOБHИ ДEЙHOCTИ; ИЗГPAЖДAHE И EKCПЛOATAЦИЯ HA TЬPГOBCKA И MAГAЗИHHA MPEЖA B CTPAHATA И ЧУЖБИHA; ДPУГИ ДEЙHOCTИ И УCЛУГИ, HEЗAБPAHEHИ OT ЗAKOHA.",ПЕНА МЕТОДИЕВА ЙОРДАНОВА,"{""4. Изписване на чужд език"": ""TEMP-PENA YORDANOVA"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Велико Търново, Община: Велико Търново\nНаселено място: гр. Велико Търново, п.к. 5000\nбул./ул. ул. МАЛЬОВИЦА № 21""}"
201921753,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201921753,"""АНКОНИ Н"" ЕООД",11.09.2026г.,201921753,,АНКОНИ Н,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София, Община: Драгоман","гр. Драгоман, п.к. 2210",бул./ул. ул. СИНЧЕЦ № 6 Адрес на електронна поща: ankoni_n@abv.bg,"ВЪТРЕШНА И ВЪНШНОТЪРГОВСКА ДЕЙНОСТ, ПРОИЗВОДСТВО, ПРЕРАБОТКА И ТЪРГОВИЯ С ПРОМИШЛЕНИ СТОКИ, СТОКИ ЗА ШИРОКО ПОТРЕБЛЕНИЕ, БИТОВА ЕЛЕКТРОНИКА И ЕЛЕКТРОТЕХНИКА, ХРАНИТЕЛНИ И СЕЛСКОСТОПАНСКИ СТОКИ, ТРАНСПОРТ В СТРАНАТА И В ЧУЖБИНА, ТУРИЗЪМ И РЕСТОРАНТЬОРСТВО, ПРЕДСТАВИТЕЛСТВО, ПОСРЕДНИЧЕСТВО И АГЕНТСТВО НА МЕСТНИ И ЧУЖДИ ФИЗИЧЕСКИ И ЮРИДИЧЕСКИ ЛИЦА, КАКТО И ВСЯКА ДЕЙНОСТ, КОЯТО НЕ Е ЗАБРАНЕНА ИЗРИЧНО ОТ ЗАКОНА.",,"{""4. Изписване на чужд език"": ""ANKONI N"", ""7. Управители"": ""НИКОЛАЙ ГЕОРГИЕВ ДИМИТРОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""НИКОЛАЙ ГЕОРГИЕВ ДИМИТРОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
201921760,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201921760,"""Фореста МТ"" ЕАД",11.09.2026г.,201921760,,Фореста МТ,Еднолично акционерно дружество,БЪЛГАРИЯ,"Област: Бургас, Община: Бургас","гр. Бургас, п.к. 8000",бул./ул. ул. Одрин № 17,"Преработка на биомаса от дървесина, както и всякакви други дейности, които не са забранени от закона.",,"{""4. Изписване на чужд език"": ""Foresta MT ЕAD"", ""10. Представители"": ""Донка Кирилова Петрова, Държава: БЪЛГАРИЯ"", ""12. Съвет на директорите"": ""Начин, по който се определя мандатът: 3 години, считано от датата на вписване на дружеството в търговския регистър.\nДонка Кирилова Петрова, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Донка Кирилова Петрова, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""34756.50 €"", ""31а. Акции"": ""Акция:\nВид: поименни, Брой акции: 68150, Номинална стойност: 0.51 €"", ""32. Внесен капитал"": ""34756.50 €"", ""33. Непарична вноска"": ""Описание: Недвижим имот - поземлен имот с идентификатор 46663.501.1820 по кадастралната карта и кадастралните регистри на гр. Малко Търново, номер по предходен план 380, кв. 61, парцел IV, находящ се в местност „Край Града”, гр. Малко Търново, общ. Малко Търново, обл. Бургас, с площ от 4 989 кв. м., с предназначение за топлоенергийно производство, при граници: имоти с идентификатори 46663.502.404, 46663.502.221, 4663.502.219, 46663.502.421, 46663.501.1819, 46663.501.1790.\nСтойност: 68150.00 лв.\nНомер на акт за назначаване на вещи лица: 20120105115403/12.01.2012""}"
201921778,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201921778,"""ИГИ ИНВЕСТ"" ЕООД",11.09.2026г.,201921778,,ИГИ ИНВЕСТ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Раковски","гр. Раковски, п.к. 4150",бул./ул. Гагарин № 11а,"Покупка на стоки и други вещи с цел да ги продаде в първоначален, преработен или обработен вид; производство, преработка и търговия със селскостопански произведения от растителен и животински произход; продажба на стоки собствено производство; дейност на търговско представителство, посредничество и агентство; продажба на стоки и вещи чрез Интернет /интернет-магазин/; комисионни, спедиционни, складови, превозни сделки; рекламна, информационна дейност, сделки с интелектуална собственост; покупка, строеж и обзавеждане на недвижими имоти; външнотърговска дейност, внос и износ на различни промишлени и селскостопански стоки, компютърна текстообработка, преводи, отдаване на вещи под наем; фото, видео и козметични услуги, хотелиерство и ресторантьорство, както и всички други дейности, разрешени от закона, които по предмет и обем изискват делата им да се водят по търговски начин.",,"{""4. Изписване на чужд език"": ""IGI INVEST Ltd."", ""7. Управители"": ""ГЕОРГИ ИВАНОВ ИЗЕВКОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ГЕОРГИ ИВАНОВ ИЗЕВКОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
201014001,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201014001,"""ТИ-РЕКС 77"" ЕООД",11.09.2026г.,201014001,,ТИ-РЕКС 77,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Варна, Община: Варна","гр. Варна, п.к. 9000","р-н Приморски, ж.к. ЧАЙКА, бл. 30, вх. А, ет. 2, ап. 6 Телефон: 0886145421; 052 918 075, Адрес на електронна поща: r.m.petrova@gmail.com","РЕСТОРАНТЬОРСТВО И ХОТЕЛИЕРСТВО (СЛЕД ЛИЦЕНЗ); ТУРИСТИЧЕСКА ДЕЙНОСТ (СЛЕД ЛИЦЕНЗ); ТРАНСПОРТНА ДЕЙНОСТ (СЛЕД ЛИЦЕНЗ); ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И АГЕНТСТВО; СТРОИТЕЛСТВО НА СГРАДИ И СТРОИТЕЛНИ СЪОРЪЖЕНИЯ ИЛИ ЧАСТИ ОТ ТЯХ; ОТДАВАНЕ НА СТРОИТЕЛНА ТЕХНИКА ПОД НАЕМ; КОРАБОРЕМОНТНИ УСЛУГИ; ПОКУПКА, СТРОЕЖ, ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА ИЛИ ОТДАВАНЕ ПОД НАЕМ; РЕКЛАМНИ, ПРЕВОДАЧЕСКИ, КОНСУЛТАНТСКИ, МАРКЕТИНГОВИ И ДРУГИ БИЗНЕС УСЛУГИ; ПРОИЗВОДСТВО, ТЪРГОВИЯ И РЕМОНТ НА СТОКИ И СЪОРЪЖЕНИЯ ЗА БИТА И ПРОМИШЛЕНОСТТА; ПРОИЗВОДСТВО, ИЗКУПУВАНЕ, ПРЕРАБОТКА И ТЪРГОВИЯ СЪС СЕЛСКОСТОПАНСКА ПРОДУКЦИЯ В СТРАНАТА И ЧУЖБИНА (СЛЕД ЛИЦЕНЗ); ПРОИЗВОДСТВО НА ВСЯКАКВИ СТОКИ ВКЛЮЧИТЕЛНО НА ЗАХАРНИ, ХЛЕБНИ, СЛАДКАРСКИ,ПРОИЗВОДСТВО НА БОЗА И ДРУГИ БЕЗАЛКОХОЛНИ НАПИТКИ И ТЯХНАТА РЕАЛИЗАЦИЯ НА ЕДРО И ДРЕБНО; ТЪРГОВИЯ С ПАКЕТИРАНИ СТОКИ; ЗАВЕДЕНИЯ ЗА БЪРЗО ХРАНЕНЕ, КАФЕТЕРИИ, ПИЦАРИИ; ОТКРИВАНЕ НА ВЕРИГА ОТ МАГАЗИНИ, ПАВИЛИОНИ, КАРАВАНИ, ЩАНДОВЕ; ПРОИЗВОДСТВО, ТЪРГОВИЯ И РЕМОНТ НА ЛИЧНИ ВЕЩИ И СТОКИ ЗА ДОМАКИНСТВОТО; ПОКУПКО- ПРОДАЖБА НА АВТОМОБИЛИ; ПРОДАЖБА НА СТОКИ СОБСТВЕНО ПРОИЗВОДСТВО И ВСЯКА НЕЗАБРАНЕНА ОТ ЗАКОНА ДЕЙНОСТ.",,"{""4. Изписване на чужд език"": ""TI-REX 77"", ""7. Управители"": ""РАДОСТИНА МИТКОВА ПЕТРОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""РАДОСТИНА МИТКОВА ПЕТРОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
204025017,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204025017,"""РАЗВИТИЕ 2016"" ЕООД",11.09.2026г.,204025017,,РАЗВИТИЕ 2016,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1618","р-н Витоша, бул./ул. ПИРИН № 36, вх. Б, ет. 6, ап. 33","ИЗВЪРШВАНЕ НА ПРИЛОЖНИ НАУЧНИ ИЗСЛЕДВАНИЯ, ТЕСТВАНИЯ, ИЗПИТВАНИЯ И ИЗМЕРВАНИЯ, СВЪРЗАНИ С РАЗРАБОТВАНЕ НА ИНОВАТИВЕН МЕТОД ЗА ПОЛУЧАВАНЕ НА СПЕЦИАЛИЗИРАН ПРОДУКТ (ДЕТСКИ ХРАНИ); ЗАЩИТА НА ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ НА НАЦИОНАЛНО И МЕЖДУНАРОДНО РАВНИЩЕ ЗА РЕГИСТРАЦИЯ НА ПАТЕНТ, ПОЛЕЗЕН МОДЕЛ И ПРОМИШЛЕН ДИЗАЙН; ИЗРАБОТВАНЕ НА ИКОНОМИЧЕСКА ОЦЕНКА, ФИНАНСОВА ОЦЕНКА И ТЕХНИЧЕСКА ОЦЕНКА (ИНВЕСТИЦИОНЕН БИЗНЕС-ПЛАН) НА РАЗРАБОТВАНИЯ ИНОВАТИВЕН МЕТОД И ДЕТСКИ ХРАНИ; РАЗРАБОТВАНЕ НА ТЕХНОЛОГИЧНИ СХЕМИ ЗА ПРОИЗВОДСТВО НА ИНОВАТИВЕН МЕТОД И НОВИ ДЕТСКИ ХРАНИ; ИЗРАБОТВАНЕ НА ПАЗАРНИ АНАЛИЗИ И ПРОУЧВАНИЯ ЗА ПАЗАРНА РЕАЛИЗАЦИЯ НА ИНОВАТИВНИЯ МЕТОД И ПРОДУКТИТЕ ОТ НЕГО; ОРГАНИЗИРАНЕ НА ПРОМОЦИОНАЛНИ СЪБИТИЯ В БЪЛГАРИЯ ЗА ПОПУЛЯРИЗИРАНЕ НА ИНОВАТИВНИТЕ МЕТОД И ПРОДУКТИ; ВИЗУАЛИЗАЦИЯ НА ПРОЕКТА, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА ОТ ЗАКОНОДАТЕЛСТВОТО НА РЕПУБЛИКА БЪЛГАРИЯ.",,"{""6а. Основна дейност по НКИД"": ""Група по НКИД: 1086\nКлас по НКИД: Производство на детски храни и други хомогенизирани храни"", ""7. Управители"": ""ДЕЯН ВИХРОВ ЗАХОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ДЕЯН ВИХРОВ ЗАХОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
204025024,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204025024,"""А.Н.Ф.ГРУП"" ЕООД - Заличен търговец/ЮЛНЦ",11.09.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
204025031,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204025031,"""МУНИР ИМПОРТ ЕНД ЕКСПОРТ"" ЕООД",11.09.2026г.,204025031,,МУНИР ИМПОРТ ЕНД ЕКСПОРТ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1618","р-н Витоша, бул./ул. ул. Вихрен № 42, ет. 2, ап. 6","внос, износ, покупка на стоки или други вещи с цел препродажба в първоначален, преработен или обработен вид, продажба на стоки от собствено производство, търговско представителство и посредничество на български и чуждестранни физически и юридически лица, включително посреднически услуги при покупко-продажба, замяна и отдаване под наем на недвижими имоти, комисионни, спедиционни и превозни сделки, складови сделки, сделки с интелектуална собственост, хотелиерски, туристически, рекламни, информационни, програмни, импресарски или други услуги, консултанска дейност, покупка, строеж или обзавеждане на недвижими имоти с цел продажба, лизинг и всяка друга дейност, която по предмет и обем изисква да бъде извършвана по търговски начин и не е забранена за осъществяване от българското законодателство, дори и да не е изброена по-горе.",,"{""4. Изписване на чужд език"": ""MOUNIR IMPORT AND EXPORT LTD"", ""7. Управители"": ""ФАДЕЛ МУНИР, Държава: МАРОКО"", ""23. Едноличен собственик на капитала"": ""ФАДЕЛ МУНИР, Държава: МАРОКО"", ""31. Размер"": ""25.56 €"", ""32. Внесен капитал"": ""25.56 €""}"
204025049,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204025049,"""САФТЕР ТРЕЙД"" ЕООД",11.09.2026г.,204025049,,САФТЕР ТРЕЙД,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Пловдив","гр. Пловдив, п.к. 4003","р-н Северен, бул./ул. УЛ.ВАСИЛ ЛЕВСКИ № 168","ТЪРГОВИЯ - ПОКУПКА И ПРОДАЖБА НА СТОКИ ЗА БИТА НА ЕДРО И ДРЕБНО, ТЪРГОВСКО ПОСРЕДНИЧЕСТВО, КОМИСИОНЕРСКА ДЕЙНОСТ, ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО, ВЪНШНО ТЪРГОВСКА ДЕЙНОСТ, ТУРИСТИЧЕСКИ УСЛУГИ, ТРАНСПОРТНИ УСЛУГИ, СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ, РЕКЛАМНИ ДЕЙНОСТИ И ВСЯКА ДРУГА НЕЗАБРАНЕНА ОТ ЗАКОНА ДЕЙНОСТ.",,"{""7. Управители"": ""ЙОМЕР САФТЕР, Държава: ТУРЦИЯ"", ""23. Едноличен собственик на капитала"": ""ЙОМЕР САФТЕР, Държава: ТУРЦИЯ"", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
204430040,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204430040,"""ДЕГУСТОС ГРУП"" ЕООД",11.09.2026г.,204430040,,ДЕГУСТОС ГРУП,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1164","р-н Лозенец, бул./ул. ул. ЗЛАТОВРЪХ № 5","Извършване на вътрешнотърговска и външнотърговска дейност на едро и дребно; консултантска дейност; търговско представителство, транспорт, посредничество и агентство на местни и чуждестранни лица в страната и чужбина; както и всяка друга незабранена от закона дейност.",,"{""7. Управители"": ""Ксения Йорданова Йорданова, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Ксения Йорданова Йорданова, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""10225.84 €"", ""32. Внесен капитал"": ""10225.84 €""}"
827209830,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=827209830,"ЕТ ""НИНА ТИХОВА - 95"" - Заличен търговец/ЮЛНЦ",11.09.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
827209847,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=827209847,"ЕТ ""АР-Н-АНДРЕЙ ДОБРЕВ - РОСИЦА СИМЕОНОВА""",11.09.2026г.,827209847,359/1991 450,АР-Н-АНДРЕЙ ДОБРЕВ - РОСИЦА СИМЕОНОВА,Едноличен търговец,БЪЛГАРИЯ,"Област: Русе, Община: Русе","гр. Русе, п.к. 7012",бул./ул. УЛ.ГУРКО № 4 Адрес на електронна поща: sigmafinans@abv.bg,"ПPOУЧBAHE, ПPOEKTИPAHE, KOHCУЛTAЦИ, EKCПEPTИЗИ, TEXHИЧECKИ KOHTPOЛ И ИHЖEHEPИHГOBИ УCЛУГИ B OБЛACTTA HA CTPOИTEЛCTBOTO, ПPOИЗBOДCTBO HA CTPOИTEЛHИ MATEPИAЛИ, CEЛCKOCTOПAHCKA ПPOДУKЦИЯ И CTOKИ HA БИTA, TЪPГOBCKA ДEЙHOCT.",РОСИЦА ГЕОРГИЕВА СИМЕОНОВА,"{""6а. Основна дейност по НКИД"": ""Група по НКИД: 5630\nКлас по НКИД: ДЕЙНОСТ НА ПИТЕЙНИ ЗАВЕДЕНИЯ""}"
204184514,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204184514,"""ШИН ШИН МОЛ"" ООД",11.09.2026г.,204184514,,ШИН ШИН МОЛ,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1172",бул./ул. ДРАГАН ЦАНКОВ № 17 Телефон: 0877873857,"Търговия; Производствена дейност; Транспорт; Маркетинг и Реклама; Ресторантьорски и хотелиерски услуги; Посредничество; както и всяка друга, незабранена от законите на Р България, дейност.",,"{""4. Изписване на чужд език"": ""SHIN SHIN MALL LTD."", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 4719\nКлас по НКИД: Търговия"", ""7. Управители"": ""ЯН ЮПИН, Държава: БЪЛГАРИЯ\nЧЪН СЮИДЗЮН, Държава: БЪЛГАРИЯ"", ""11. Начин на представляване"": ""по друг начин:\nЗаедно и Поотделно"", ""19. Съдружници"": ""ЯН ЮПИН, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 50.00 лв.\nЧЪН СЮИДЗЮН, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 50.00 лв."", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
040861049,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=040861049,"ЕТ ""АРХИТЕКТУРНО БЮРО Н.Ф.ЧИПЕВ - НИКОЛАЙ ЧИПЕВ"" - Заличен търговец/ЮЛНЦ",11.09.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
