UIC_Query,URL,Заглавие (Статус),Състояние към дата,ЕИК/ПИК,Фирмено дело,Фирма/Наименование,Правна форма,Държава,Област и Община,Населено място,Адрес,Предмет на дейност,Физическо лице,Other_Data
201225443,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201225443,"""Г-ПРО-ЕН"" ООД",21.08.2026г.,201225443,,Г-ПРО-ЕН,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1750","р-н Младост, ж.к. МЛАДОСТ-І ЧАСТ, бл. 53, вх. 1, ет. 1, ап. 3","ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО; ПОКУПКА НА ЦЕННИ КНИГИ С ЦЕЛ ДА ГИ ПРОДАДЕ; ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО; КОМИСИОННИ, СПЕДИЦИОННИ, ПРЕВОЗНИ СДЕЛКИ; СКЛАДОВИ СДЕЛКИ; СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ; ХОТЕЛИЕРСКИ, ТУРИСТИЧЕСКИ, РЕКЛАМНИ, ИНФОРМАЦИОННИ, ПРОГРАМНИ, ИМПРЕСАРСКИ ИЛИ ДРУГИ УСЛУГИ; ПОКУПКА, СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА.",,"{""4. Изписване на чужд език"": ""G-PRO-EN"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 4531\nКлас по НКИД: СТРОИТЕЛСТВО НА ЕЛЕКТРИЧЕСКИ ИНСТАЛАЦИИ"", ""7. Управители"": ""ВЛАДИМИР ГЕНАДИЕВ ГЕОРГИЕВ, Държава: БЪЛГАРИЯ\nТЕОДОРА ЙОРДАНОВА ГЕОРГИЕВА, Държава: БЪЛГАРИЯ"", ""11. Начин на представляване"": ""по друг начин:\nзаедно и/или поотделно"", ""19. Съдружници"": ""ВЛАДИМИР ГЕНАДИЕВ ГЕОРГИЕВ, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 60.00 лв.\nТЕОДОРА ЙОРДАНОВА ГЕОРГИЕВА, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 40.00 лв."", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
201225450,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201225450,"""АНИ - 2010"" ЕООД",21.08.2026г.,201225450,,АНИ - 2010,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Бургас, Община: Айтос","гр. Айтос, п.к. 8500",бул./ул. Луда Камчия № 11,"ПОКУПКА НА СТОКИ ИЛИ ДРУГИ ВЕЩИ С ЦЕЛ ДА ГИ ПРЕПРОДАДЕ В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД; ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО; ВЪНШНОТЪРГОВСКИ СДЕЛКИ; КОМИСИОННИ, СПЕДИТОРСКИ, ПРЕВОЗНИ СДЕЛКИ; ХОТЕЛИЕРСКИ, ТУРИСТИЧЕСКИ, РЕКЛАМНИ, ИНФОРМАЦИОННИ, ПРОГРАМНИ И ДРУГИ УСЛУГИ; ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО; ПОКУПКА, СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА; СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ, КАКТО И ВСИЧКИ ДРУГИ ДЕЙНОСТИ, НЕЗАБРАНЕНИ ОТ ЗАКОНА.",,"{""4. Изписване на чужд език"": ""ANI - 2010"", ""7. Управители"": ""ДИМЧО СТОЯНОВ КОСТАДИНОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ДИМЧО СТОЯНОВ КОСТАДИНОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
201225468,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201225468,"ЕТ ""АБ - ЛАРИОНА КОЦЕВА"" - Заличен търговец/ЮЛНЦ",21.08.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
201225475,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201225475,"""КОФИДЕЙ"" ЕООД",21.08.2026г.,201225475,,КОФИДЕЙ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Стамболийски","гр. Стамболийски, п.к. 4210","бул./ул. ул. ЗДРАВЕЦ № 12 Телефон: 0878231071, Адрес на електронна поща: coffeeday1@gmail.com","ПОКУПКА НА ВСЯКАКЪВ ВИД СТОКИ И ВЕЩИ С ЦЕЛ ДА БЪДАТ ПРЕПРОДАДЕНИ В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД В СТРАНАТА И ЧУЖБИНА, ПОКУПКО-ПРОДАЖБА НА МПС, ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО, ПРОИЗВОДСТВО НА СТОКИ С ЦЕЛ ПРОДАЖБА, ВНОС, ИЗНОС, РЕЕКСПОРТ, БАРТЕРНИ СДЕЛКИ, ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО, КОМИСИОННИ, СПЕДИЦИОННИ, ПРЕВОЗНИ И ЛИЦЕНЗИОННИ СДЕЛКИ, ХОТЕЛИЕРСКИ, ТУРИСТИЧЕСКИ, ЕКЛАМНИ, ИНФОРМАЦИОННИ, ПРОГРАМНИ И ИМПРЕСАРСКИ УСЛУГИ, ПРЕДОСТАВЯНЕ НА ВСЯКАКЪВ ВИД УСЛУГИ, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА ОТ ЗАКОНА.",,"{""4. Изписване на чужд език"": ""COFFEEDAY"", ""7. Управители"": ""ГЕОРГИ ЙОРДАНОВ ЩЪРБЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ГЕОРГИ ЙОРДАНОВ ЩЪРБЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1533.88 €"", ""32. Внесен капитал"": ""1533.88 €""}"
201225482,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201225482,"""ИГЛИКА - 1990"" ЕООД",21.08.2026г.,201225482,,ИГЛИКА - 1990,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Бургас, Община: Айтос","гр. Айтос, п.к. 8500","бул./ул. Таньо Мангъров № 1, бл. А","Покупка на стоки или други вещи с цел да ги препродаде в първоначален, преработен или обработен вид; продажба на стоки от собствено производство; външнотърговски сделки; комисионни, спедиторски, превозни сделки; хотелиерски, туристически, рекламни, информационни, програмни и други услуги; търговско представителство и посредничество; покупка, строеж или обзавеждане на недвижими имоти с цел продажба; сделки с интелектуална собственост, както и всички други дейности незабранени от закона.",,"{""4. Изписване на чужд език"": ""IGLIKA - 1990"", ""7. Управители"": ""МАГДАЛЕНА МИНЧЕВА КАЧАРОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""МАГДАЛЕНА МИНЧЕВА КАЧАРОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
831652769,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=831652769,"ЕТ ""АБ - Светла Михайлова""",21.08.2026г.,831652769,5517/1993 110,АБ - Светла Михайлова,Едноличен търговец,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1387","р-н Връбница, ж.к. ""ОБЕЛЯ 1"", бл. 120, вх. В, ет. 5, ап. 54 Телефон: 029833853; 029342138, Факс: 029833853; 029547761, Адрес на електронна поща: ab_svetla@yahoo.com","ТАКСИМЕТРОВ ПРЕВОЗ НА ПЪТНИЦИ И ТОВАРИ СЪС СОБСТВЕНИ И НАЕТИ ТРАНСПОРТНИ СРЕДСТВА, АВТОСЕРВИЗНА ДЕЙНОСТ, АВТОТЕНЕКЕДЖИЙСТВО, АВТОМОНТЬОРСТВО, АВТОБОЯДЖИЙСТВО, ПРОИЗВОДСТВО И ТЪРГОВИЯ С МЪЖКА, ДАМСКА И ДЕТСКА КОНФЕКЦИЯ И ТРИКОТАЖ, ТЪРГОВИЯ С ХРАНИТЕЛНИ И ПРОМИШЛЕНИ СТОКИ, ПРОИЗВОДСТВО И ТЪРГОВИЯ СЪС СЕЛСКОСТОПАНСКА, РАСТИТЕЛНА И ЖИВОТИНСКА ПРОДУКЦИЯ В СУРОВ И ПРЕРАБОТЕН ВИД – ВНОС, ИЗНОС /С РАЗРЕШЕНИЕ НА ЗАКОНА/, АПТЕКАРСТВО, ТЪРГОВИЯ С КОЗМЕТИЧНИ И МЕДИЦИНСКИ МАТЕРИАЛИ И ОБОРУДВАНЕ, МЕЛНИЧАРСТВО, МАНДРАДЖИЙСТВО, КОЛБАСАРСТВО, ТЪРГОВИЯ С МЛЯКО И МЛЕЧНИ ПРОДУКТИ, ПРОИЗВОДСТВО И ТЪРГОВИЯ С МЕСО И МЕСНИ ПРОИЗВЕДЕНИЯ, МЕД И ПЧЕЛНИ ПРОДУКТИ, ПРОИЗВОДСТВО И ТЪРГОВИЯ С МИЦЕЛ И ГЪБИ, ВНОС НА ОБОРУДВАНЕ И МАШИНИ ОТ ЧУЖБИНА И РЕАЛИЗАЦИЯТА ИМ В СТРАНАТА В СФЕРАТА НА КАМЕННО-ГРАНИТНАТА, МЕСОПРЕРАБОТВАТЕЛНАТА, МЛЕКОПРЕРАБОТВАТЕЛНАТА, ТЕКСТИЛНАТА, МЕДИЦИНСКАТА, АВТОМОБИЛОСТРОИТЕЛНАТА, МАШИНОСТРОИТЕЛНАТА, ДЪРВООБРАБОТВАЩАТА И МЕЛНИЧАРСКАТА ПРОМИШЛЕНОСТ, ОРГАНИЗАЦИЯ И ЕКСПЛОАТАЦИЯ НА ЗАБАВНИ, КОМПЮТЪРНИ И ЕЛЕКТРОННИ ИГРИ /БЕЗ ХАЗАРТ/, ТЪРГОВИЯ С АВТОМОБИЛИ, МОТОЦИКЛЕТИ, ВЕЛОСИПЕДИ И РЕЗЕРВНИ ЧАСТИ ЗА ТЯХ, ТЪРГОВИЯ С ПЕТРОЛ, РУДА И ХИМИЧЕСКИ ПРОДУКТИ /С РАЗРЕШЕНИЕ ОТ ЗАКОНА/, РЕСТОРАНТЬОРСТВО, ТУРИЗЪМ ОТ ВСЯКАКЪВ ВИД, ЕКСКУРЗИОННА ДЕЙНОСТ, СПЕДИТОРСКА, СКЛАДОВА ДЕЙНОСТ, МАРКЕТИНГ, ПРЕДСТАВИТЕЛСТВО, ПОСРЕДНИЧЕСТВО И АГЕНСТВО НА БЪЛГАРСКИ И ЧУЖДЕСТРАННИ ЮРИДИЧЕСКИ И ФИЗИЧЕСКИ ЛИЦА, ТЪРГОВИЯ С ВТОРИЧНИ СУРОВИНИ, ВЪНШНОИКОНОМИЧЕСКА ДЕЙНОСТ - РЕЕКСПОРТ, БАРТЕРНИ СДЕЛКИ, ПРОИЗВОДСТВО И УСЛУГИ НА НАСЕЛЕНИЕТО ОТ ВСЯКАКЪВ ВИД БЕЗ ЗАБРАНЕНИТЕ ОТ ЗАКОНА, СТРОИТЕЛСТВО НА ПРОМИШЛЕНИ И ЖИЛИЩНИ ОБЕКТИ С ЦЕЛ ПРОДАЖБА, ОТКРИВАНЕ И ЕКСПЛОАТАЦИЯ НА СПОРТНО-ВЪЗСТАНОВИТЕЛНИ ЦЕНТРОВЕ, ФОТОГРАФСКИ И КОПИРНИ УСЛУГИ, ИЗДАТЕЛСКА И ПЕЧАТАРСКА ДЕЙНОСТ, КОНСИГНАЦИОННА И ОКАЗИОННА ТЪРГОВИЯ, СДЕЛКИ С ИНТЕЛЕКТУАЛНАТА СОБСТВЕНОСТ, ОТКРИВАНЕ И ЕКСПЛОАТАЦИЯ НА ВАЛУТНО-ОБМЕННИ БЮРА /С РАЗРЕШЕНИЕ ОТ ЗАКОНА/, ПЕДАГОГИЧЕСКИ И СЧЕТОВОДНИ УСЛУГИ.",СВЕТЛА БОНЧЕВА МИХАЙЛОВА,"{""4. Изписване на чужд език"": ""AB - Svetla Mihaylova"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 49.41\nКлас по НКИД: Товарен автомобилен транспорт""}"
206469330,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206469330,"""Белла Шербан"" ООД",21.08.2026г.,206469330,,Белла Шербан,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Варна, Община: Варна","гр. Варна, п.к. 9000","р-н Одесос, бул./ул. Патриарх Евтимий № 98а, ет. 3, ап. 6","Консултация, маркетинг и проучвания; Посредничество и представителство на български и чуждестранни физически и юридически лица; Производство и покупка на стоки или други вещи, с цел продажба в първоначален или обработен вид; Търговия с дрехи, чанти, обувки, бижута, модни аксесоари и др. Търговия с благородни метали и скъпоценни камъни и изделия със и от тях, съгласно чл. 13. ал.1 от Валутния закон; Продажба на стоки от собствено производство; Рекламна, комисионна дейност; сделки с интелектуална собственост; Превоз на пътници и товари в страната и чужбина; Отдаване на автомобили под наем; Лизинг; Търговско представителство и посредничество; Търговска, и външнотърговска дейност, експорт, реекспорт, хотелиерска, ресторантьорска, туроператорска, туристическа дейност; Покупка, строеж или обзавеждане на недвижими имоти с цел продажба: Посредничество или кредитиране; Трансфер на ноу-хау; Рекламна и издателска дейност; Охрана; Инкасо, както и всяка друга дейност и услуги, която не е забранена от закона"".",,"{""4. Изписване на чужд език"": ""Bella Sherban Ltd"", ""7. Управители"": ""ХРИСТО ЕВГЕНИЕВ ЮЛИЯНОВ, Държава: БЪЛГАРИЯ"", ""19. Съдружници"": ""БЕЛЛА КРАСИМИРОВА СТОЯНОВА, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 500.00 €\nХРИСТО ЕВГЕНИЕВ ЮЛИЯНОВ, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 11.00 €"", ""31. Размер"": ""511.00 €"", ""32. Внесен капитал"": ""511.00 €""}"
206654521,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206654521,"""ДАНИК 2013"" ЕООД",21.08.2026г.,206654521,,ДАНИК 2013,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1271","р-н Надежда, ж.к. Илиенци, бл. 1, ап. 206","ОНЛАЙН ТЪРГОВИЯ, КОНСУЛТАНТСКИ УСЛУГИ, В ОБЛАСТТА НА СОФТУЕР, МАРКЕТИНГ И РЕКЛАМА, ИНТЕРНЕТ И ИНТЕРНЕТ ПРИЛОЖЕНИЯ, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, КОЯТО НЕ Е ЗАБРАНЕНА СЪС ЗАКОН, производство или покупка на стоки и други вещи, с цел препродаване в първоначален или преработен вид, импорт и експорт на стоки в България, Европейския съюз и трети страни, търговия на едро и дребно, разработка и подръжка на уебсайтове и услуги в областта на информационните технилогии.",,"{""4. Изписване на чужд език"": ""DANIK 2013 Ltd"", ""7. Управители"": ""ЙОРДАНКА КРУМОВА ГЕОРГИЕВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЙОРДАНКА КРУМОВА ГЕОРГИЕВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""25.56 €"", ""32. Внесен капитал"": ""25.56 €""}"
206654539,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206654539,"""АБ - ТРАНС 21"" ЕООД",21.08.2026г.,206654539,,АБ - ТРАНС 21,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Варна, Община: Варна","гр. Варна, п.к. 9000","р-н Приморски, бул./ул. ""Тодор Бояджиев"" № 3","Търговска дейност в страната и чужбина, включително по електорнен път; търговска дейност като дилър на стоки втора употреба; търговско представителство и посредничество на юридически и физически лица, агентийски дейности; техническо обслужване и инженеринг на двигатели; ремонт на автомобили; транспорт на пътници и товари ( след лиценз); строителни и строително ремонтни дейности; посреднически и консултантски дейности при продажба на недвижими имоти.",,"{""4. Изписване на чужд език"": ""„AB – TRANS 21” LTD"", ""7. Управители"": ""АРТЕМ БИДНИЧЕНКО, Държава: УКРАЙНА"", ""23. Едноличен собственик на капитала"": ""АРТЕМ БИДНИЧЕНКО, Държава: УКРАЙНА"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
206654546,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206654546,"""ЕЛИ ЕЛИНОВА-73"" ЕООД",21.08.2026г.,206654546,,ЕЛИ ЕЛИНОВА-73,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пазарджик, Община: Велинград","гр. Велинград, п.к. 4600",бул./ул. Димитър Талев № 35,"Покупка на хранителни стоки или други вещи с цел препродажба в първоначален, преработен или обработен вид; Производство и продажба на стоки собствено производство; Изграждане и експлоатация на спортни съоръжения; Ловен и риболовен туризъм; Туристически услуги и развитие на селски и интегриран туризъм в селски райони; Хотелиерство, включващо и експлоатация на къщи за гости; Рекламни, информационни, програмни, импресарски или други услуги; Изграждане и експлоатация на кафе-аперитив; Изграждане и експлоатация на фризьорски салони, модни и дизайнерски ателиета; Търговия с билкови продукти; Туроператорска дейност; Туристическа агентска дейност; Производство и търговия със строителни материали и елементи; Производство, изкупуване, преработка и продажба на селскостопанска и горска продукция и субпродукти; Международен и вътрешен транспорт с всякакви превозни средства; Дърводобив, първична и вторична преработка на дървени материали; Производство и продажба на мебели; Внос и износ на дървен материал и изделия от него; Внос на моторни превозни средства, части и агрегати за тях и сервизна дейност по обслужването им; Внос на моторни превозни средства, части и агрегати за тях и сервизна дейност по обслужването им; Покупка, проектиране, строителство, обзавеждане и ремонт на недвижими имоти, включително и продажбата им или отдаването им под наем; Търговия с всякакви гориво-смазочни материали; Изграждане на централи и производството на енергия от възобновяеми източници; Рестьорантьорска дейност; Комисионни, спедиционни, превозни и складови сделки; Туристически и хотелиерски услуги; Счетоводни услуги; Износ специалисти и техническа помощ; Внос, износ на разрешени стоки, спедиционна дейност и услуги; Търговско представителство, управление, консултантска и посредническа дейност, както и всички други дейности разрешени от закона, като дейностите за които се иска предварително разрешение или лиценз, ще се извършват след получаване на съответното разрешение или лиценз от компетентния орган.",,"{""4. Изписване на чужд език"": ""ELI ELINOVA-73"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Пазарджик, Община: Велинград\nНаселено място: гр. Велинград, п.к. 4600\nбул./ул. Димитър Талев № 35"", ""7. Управители"": ""ЕЛКА ВЛАДИМИРОВА ЕЛИНОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЕЛКА ВЛАДИМИРОВА ЕЛИНОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""5.11 €""}"
206654553,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206654553,"""Лолина"" ЕООД",21.08.2026г.,206654553,,Лолина,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1000","р-н Изгрев, ж.к. Дианабад, бул./ул. Крум Кюляков № 15, вх. А, ап. 11","ВЪТРЕШНА И ВЪНШНА ТЪРГОВИЯ С МАШИНИ, РЕЗЕРВНИ ЧАСТИ И КОНСУМАТИВИ ЗА ТЯХ; ПРОИЗВОДСТВО НА МАШИНИ И РЕЗЕРВНИ ЧАСТИ ЗА ТЯХ; ВЪТРЕШНА И ВЪНШНА ТЪРГОВИЯ С ПРОМИШЛЕНИ И НЕПРОМИШЛЕНИ СТОКИ, СЕЛСКОСТОПАНСКА ПРОДУКЦИЯ, НЕДВИЖИМИ ИМОТИ И ДРУГИ, ВКЛЮЧИТЕЛНО ПРОДУКТИ НА ИНТЕЛЕКТУАЛНАТА СОБСТВЕНОСТ, БАРТЕРНИ СДЕЛКИ, ЛИЗИНГОВА ДЕЙНОСТ; ИЗДАТЕЛСКА ДЕЙНОСТ; ОБРАЗОВАТЕЛНА ДЕЙНОСТ-ОРГАНИЗИРАНЕ НА ОБУЧЕНИЯ И КВАЛИФИКАЦИИ; ПРОИЗВОДСТВО И ПРЕРАБОТКА НА ПРОМИШЛЕНИ И НЕПРОМИШЛЕНИ СТОКИ И ИЗДЕЛИЯ; ШИВАШКА ДЕЙНОСТ-СОБСТВЕНО ПРОИЗВОДСТВО И ИШЛЕМЕ, ПОСРЕДНИЧЕСКИ И КОМИСИОНЕРСКА ДЕЙНОСТ; ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО; СТРОИТЕЛНА И ПРОЕКТАНТСКИ ДЕЙНОСТИ; СЪЗДАВАНЕ И ПОДДЪРЖАНЕ НА СОФТУЕРНИ ПРОДУКТИ; ПОДДРЪЖКА НА ХАРДУЕР;, ТРАНСПОРТНА И СПЕДИТОРСКА ДЕЙНОСТ НА ПЪТНИЦИ И ТОВАРИ, ВКЛЮЧИТЕЛНО МЕЖДУНАРОДНИ, МИТНИЧЕСКО ПРЕДСТАВИТЕЛСТВО, СКЛАДОВА ДЕЙНОСТ В СТРАНАТА И ЧУЖБИНА; КОНСУЛТАНТСКА ДЕЙНОСТ, ПРОВЕЖДАНЕ НА КУРСОВЕ И ОБУЧЕНИЕ РЕСТОРАНТЬОРСТВО, ХОТЕЛИЕРСТВО, ТУРИЗЪМ; ФРИЗЬОРСТВО, МАНИКЮР, ПЕДИКЮР, КОЗМЕТИЧНИ УСЛУГИ, УСЛУГИ ЗА БИТА, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА СЪС ЗАКОН ИЛИ ДРУГ НОРМАТИВЕН АКТ, КАТО ЛИЦЕНЗИОННИ ДЕЙНОСТИ СЕ УПРАЖНЯВАТ СЛЕД ПОЛУЧАВАНЕ НА СЪОТВЕТНИЯ ЛИЦЕНЗ.",,"{""4. Изписване на чужд език"": ""Lolina Ltd"", ""7. Управители"": ""СВЕТЛА ПЕТКОВА ПАНАЙОТОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""СВЕТЛА ПЕТКОВА ПАНАЙОТОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""6.14 €"", ""32. Внесен капитал"": ""6.14 €""}"
206654560,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206654560,"""САМАЛБА"" ЕООД",21.08.2026г.,206654560,,САМАЛБА,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична",гр. София,"р-н Красно село, бул./ул. ИВАН РИЛСКИ № 2, ет. 1 Телефон: 0887895571/0888444456, Адрес на електронна поща: tosa6o@yahoo.com","ОРГАНИЗИРАНЕ И ПРОВЕЖДАНЕ НА ДЕТСКИ ЗАНИМАНИЯ И ИЗВЪНУЧЕБНИ МЕРОПРИЯТИЯ- ПОЧАСОВА ГРИЖА ЗА ДЕЦА БЕЗ НАСТАНЯВАНЕ. СПОРТНО-ЗАНИМАТЕЛНИ И ДРУГИ ОБРАЗОВАТЕЛНИ КУРСОВЕ И ИЗВЪНУЧИЛИЩНИ ДЕЙНОСТИ. ЦЕЛОДНЕВНО, ПОЛУДНЕВНО И ПОЧАСОВО ОТГЛЕЖДАНЕ НА ДЕЦА ОТ 2 ДО 6 ГОДИНИ, КАКТО И ВСЯКАКВА ДРУГА ДЕЙНОСТ, КОЯТО НЕ Е ЗАБРАНЕНА ОТ ДЕЙСТВАЩОТО ЗАКОНОДАТЕЛСТВО НА Р. БЪЛГАРИЯ",,"{""7. Управители"": ""АЛЕКСАНДЪР БОРИСЛАВОВ ГЕОРГИЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""АЛЕКСАНДЪР БОРИСЛАВОВ ГЕОРГИЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""25.56 €"", ""32. Внесен капитал"": ""25.56 €""}"
205804413,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205804413,"""ТАНЯ ЕКСКЛУЗИВ"" ЕООД",21.08.2026г.,205804413,,ТАНЯ ЕКСКЛУЗИВ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Асеновград","гр. Асеновград, п.к. 4230",бул./ул. ул. Крива № 2,"Изработване на булчински рокли и официално облекло, търговия с хранителни и промишлени стоки, транспортна дейност в страната и чужбина, производство, изкупуване, преработка, съхранение и реализация на хранителни и промишлени стоки и предмети за бита, ресторантьорство и хотелиерство, заведения за обществено хранене, търговско представителство и агентство на български и чуждeстранни физически и юридически лица в страната и чужбина, външнотърговска дейност-внос или износ на стоки, както и всяка друга дейност, незабранена от закона.",,"{""4. Изписване на чужд език"": ""Tanya Exclusive LTD"", ""7. Управители"": ""Станка Миланова Йорданова, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Станка Миланова Йорданова, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
205804427,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205804427,"""АБ 20 Консулт"" ЕООД",21.08.2026г.,205804427,,АБ 20 Консулт,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Силистра, Община: Тутракан","гр. Тутракан, п.к. 7600","бул./ул. ул. Радецки № 5 Телефон: 0886990875, Адрес на електронна поща: ab19konsult@abv.bg","Производство, търговия и услуги.",,"{""4. Изписване на чужд език"": ""AB 20 Konsult Ltd."", ""7. Управители"": ""Йорданка Трифонова Ракаджиева, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Йорданка Трифонова Ракаджиева, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""100.00 €"", ""32. Внесен капитал"": ""100.00 €""}"
205804434,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205804434,"ЕТ ""РИС-99-АНЕЛИЯ ИВАНОВА""",21.08.2026г.,205804434,,РИС-99-АНЕЛИЯ ИВАНОВА,Едноличен търговец,БЪЛГАРИЯ,"Област: Силистра, Община: Тутракан","с. Белица, п.к. 7648","бул./ул. ДЕСЕТИ МАЙ № 99 Телефон: 0893317090, Адрес на електронна поща: aneliysivanova@gmail.com","Извършване на таксиметрови услуги, ресторантьорство, производство и продажба на безалкохолни напитки, обществено хранене, продажба на алкохолни напитки, производство, продажба, изкупуване и реализация на селскостопанска и животинска продукция.",АНЕЛИЯ СТАНИСЛАВОВА ИВАНОВА,"{""4. Изписване на чужд език"": ""ris-99-ANELIYA IVANOVA"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 5630\nКлас по НКИД: ДЕЙНОСТ НА ПИТЕЙНИ ЗАВЕДЕНИЯ""}"
